title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,1,F,202-224-3841,202-228-3954,http://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,http://youtube.com/SenatorFeinstein,334887279867783,,I,1933-06-22,Sen.Feinstein@opencongress.org
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,202-225-5034,202-225-3186,http://frelinghuysen.house.gov,https://frelinghuysenforms.house.gov/contact-form,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,191509977669708,,,1946-04-29,Rep.Frelinghuysen@opencongress.org
Sen,Jeff,,Flake,,,R,AZ,Junior Seat,1,M,202-224-4521,202-226-4386,http://www.flake.senate.gov,http://www.flake.senate.gov/contact.cfm,413 Russell Senate Office Building,F000444,28128,H0AZ01184,400134,N00009573,JeffFlake,http://www.opencongress.org/wiki/Jeff_Flake,http://youtube.com/flakeoffice,senatorjeffflake,,I,1962-12-31,Sen.Flake@opencongress.org
Rep,J.,Randy,Forbes,,,R,VA,4,1,M,202-225-6365,202-226-1170,http://forbes.house.gov,https://forbes.house.gov/contact/contactform.htm,2135 Rayburn House Office Building,F000445,5146,H2VA04052,400137,N00013799,Randy_Forbes,http://www.opencongress.org/wiki/James_Randy_Forbes,http://youtube.com/RepRandyForbes,356330225020,,,1952-02-17,Rep.Forbes@opencongress.org
Rep,Trent,,Franks,,,R,AZ,8,1,M,202-225-4576,202-225-6328,http://franks.house.gov,https://franks.house.gov/contact-me/email-me,2435 Rayburn House Office Building,F000448,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,,209486545087,,,1957-06-19,Rep.Franks@opencongress.org
Rep,Jeff,Lane,Fortenberry,,,R,NE,1,1,M,202-225-4806,202-225-5686,https://fortenberry.house.gov,https://fortenberry.house.gov/contact-me1,1514 Longworth House Office Building,F000449,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,http://youtube.com/JeffFortenberry,48426842354,,,1960-12-27,Rep.Fortenberry@opencongress.org
Rep,Virginia,,Foxx,,,R,NC,5,1,F,202-225-2071,202-225-2995,http://foxx.house.gov,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,2350 Rayburn House Office Building,F000450,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,,,1943-06-29,Rep.Foxx@opencongress.org
Rep,Michael,G.,Fitzpatrick,,,R,PA,8,1,M,202-225-4276,202- 225-9511,http://fitzpatrick.house.gov,https://fitzpatrick.house.gov/contact-me/email-me,2400 Rayburn House Office Building,F000451,46971,H4PA08074,400646,N00027229,RepFitzpatrick,http://www.opencongress.org/wiki/Michael_Fitzpatrick,http://youtube.com/RepFitzpatrickPA8,132077153521454,,,1963-06-28,Rep.Fitzpatrick@opencongress.org
Rep,Bill,,Foster,,,D,IL,11,1,M,202-225-3515,202-225-9420,http://foster.house.gov,https://foster.house.gov/contact/email-me,1224 Longworth House Office Building,F000454,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,http://youtube.com/RepBillFoster,102918290599,,,1955-10-07,Rep.Foster@opencongress.org
Rep,Marcia,L.,Fudge,,,D,OH,11,1,F,202-225-7032,202-225-1339,http://fudge.house.gov,https://fudgeforms.house.gov/contact-form,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,http://youtube.com/marcialfudge,279006440801,,,1952-10-29,Rep.Fudge@opencongress.org
Rep,John,,Fleming,,,R,LA,4,1,M,202-225-2777,202-225-8039,http://fleming.house.gov,https://fleming.house.gov/contact/contactform.htm,2182 Rayburn House Office Building,F000456,108811,H8LA04225,412275,N00029679,RepFleming,http://www.opencongress.org/wiki/John_Fleming,http://youtube.com/larep04,372154186772,,,1951-07-05,Rep.Fleming@opencongress.org
Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,1,M,202-224-5641,,http://www.franken.senate.gov,http://www.franken.senate.gov/?p=email_al,309 Hart Senate Office Building,F000457,108924,S8MN00438,412378,N00029016,,http://www.opencongress.org/wiki/Al_Franken,http://youtube.com/SenatorFranken,,,II,1951-05-21,Sen.Franken@opencongress.org
Rep,Stephen,Lee,Fincher,,,R,TN,8,1,M,202-225-4714,202-225-1765,http://fincher.house.gov,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,2452 Rayburn House Office Building,F000458,124659,H0TN08246,412479,N00031141,RepFincherTN08,http://www.opencongress.org/wiki/Stephen_Fincher,http://youtube.com/CongressmanFincher,128861763849209,,,1973-02-07,Rep.Fincher@opencongress.org
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,3,1,M,202-225-3271,202-225-3494,http://fleischmann.house.gov,https://fleischmann.house.gov/contact-me/email-me,230 Cannon House Office Building,F000459,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,http://youtube.com/repchuck,189998554345168,,,1962-10-11,Rep.Fleischmann@opencongress.org
Rep,Blake,,Farenthold,,,R,TX,27,1,M,202-225-7742,202-226-1134,http://farenthold.house.gov,http://farentholdforms.house.gov/contact/email.htm,1027 Longworth House Office Building,F000460,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,http://youtube.com/BlakeFarenthold,186894244673001,,,1961-12-12,Rep.Farenthold@opencongress.org
Rep,Bill,,Flores,,,R,TX,17,1,M,202-225-6105,202-225-0350,http://flores.house.gov,https://billflores.house.gov/contact/,1030 Longworth House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,http://youtube.com/RepBillFlores,146176682102245,,,1954-02-25,Rep.Flores@opencongress.org
Rep,Lois,,Frankel,,,D,FL,22,1,F,202-225-9890,561-998-9048,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,http://youtube.com/reploisfrankel,138220153003017,,,1948-05-16,Rep.Frankel@opencongress.org
Sen,Deb,,Fischer,,,R,NE,Senior Seat,1,F,202-224-6551,202-228-1325,http://www.fischer.senate.gov,http://www.fischer.senate.gov/public/?p=email-deb,454 Russell Senate Office Building,F000463,41963,S2NE00094,412556,N00033443,SenatorFischer,,http://youtube.com/senatordebfischer,531623656856934,,I,1951-03-01,Sen.Fischer@opencongress.org
Rep,Bob,W.,Goodlatte,,,R,VA,6,1,M,202-225-5431,202-225-9681,http://goodlatte.house.gov,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,http://youtube.com/RepBobGoodlatte,6459789414,,,1952-09-22,Rep.Goodlatte@opencongress.org
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,1,M,202-224-5972,202-224-3808,http://www.lgraham.senate.gov,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,http://youtube.com/USSenLindseyGraham,257937783228,,II,1955-07-09,Sen.Lgraham@opencongress.org
Rep,Kay,,Granger,,,R,TX,12,1,F,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,http://youtube.com/RepKayGranger,49640749719,,,1943-01-18,Rep.Kaygranger@opencongress.org
Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,1,M,202-224-3744,202-224-6020,http://www.grassley.senate.gov,http://www.grassley.senate.gov/constituents/questions-and-comments,135 Hart Senate Office Building,G000386,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,http://youtube.com/senchuckgrassley,106480645796,,III,1933-09-17,Sen.Grassley@opencongress.org
Rep,Gene,Eugene,Green,,,D,TX,29,1,M,202-225-1688,202-225-9903,https://green.house.gov,https://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,http://youtube.com/RepGeneGreen,128735131872,,,1947-10-17,Rep.Green@opencongress.org
Rep,Luis,V.,Gutiérrez,,,D,IL,4,1,M,202-225-8203,202-225-7810,http://gutierrez.house.gov,http://gutierrezforms.house.gov/contact/,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,http://youtube.com/repluisgutierrez,91052833204,,,1953-12-10,Rep.Gutierrez@opencongress.org
Rep,Sam,B.,Graves,,,R,MO,6,1,M,202-225-7041,202-225-8221,https://graves.house.gov,https://gravesforms.house.gov/email-sam,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,RepSamGraves,http://www.opencongress.org/wiki/Samuel_Graves,,118514606128,,,1963-11-07,Rep.Graves@opencongress.org
Rep,Scott,,Garrett,,,R,NJ,5,1,M,202-225-4465,202-225-9048,http://garrett.house.gov,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,1959-07-09,Rep.Garrett@opencongress.org
Rep,Raúl,M.,Grijalva,,,D,AZ,3,1,M,202-225-2435,202-225-1541,http://grijalva.house.gov,https://grijalvaforms.house.gov/email-raul,1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,http://youtube.com/raulgrijalvaaz07,73539896233,,,1948-02-19,Rep.Grijalva@opencongress.org
Rep,Louie,B.,Gohmert,Jr.,,R,TX,1,1,M,202-225-3035,202-226-1230,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,http://youtube.com/GohmertTX01,50375006903,,,1953-08-18,Rep.Gohmert@opencongress.org
Rep,Al,,Green,,,D,TX,9,1,M,202-225-7508,202-225-2947,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,2347 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,http://youtube.com/RepAlGreen,136237609724391,,,1947-09-01,Rep.Algreen@opencongress.org
Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,1,F,202-224-4451,202-225-1168,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,SenGillibrand,http://www.opencongress.org/wiki/Kirsten_Gillibrand,http://youtube.com/KirstenEGillibrand,KirstenGillibrand,,I,1966-12-09,Sen.Gillibrand@opencongress.org
Rep,Alan,,Grayson,,,D,FL,9,1,M,202-225-9889,202-225-9742,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,303 Cannon House Office Building,G000556,68184,H6FL08213,412276,N00028418,,http://www.opencongress.org/wiki/Alan_Grayson,,,,,1958-03-13,Rep.Grayson@opencongress.org
Rep,Brett,,Guthrie,,,R,KY,2,1,M,202-225-3501,202-226-2019,http://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,2434 Rayburn House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,http://youtube.com/BrettGuthrie,,,,1964-02-18,Rep.Guthrie@opencongress.org
Rep,John,,Garamendi,,,D,CA,3,1,M,202-225-1880,202-225-5914,http://garamendi.house.gov,https://garamendi.house.gov/contact-me/email-me,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,http://youtube.com/garamendiCA10,182567716746,,,1945-01-24,Rep.Garamendi@opencongress.org
Rep,Tom,,Graves,,,R,GA,14,1,M,202-225-5211,202-225-8272,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,2442 Rayburn House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,http://youtube.com/CongressmanGraves,104548906262119,,,1970-02-03,Rep.Tomgraves@opencongress.org
Sen,Cory,,Gardner,,,R,CO,Junior Seat,1,M,202-224-5941,,http://www.gardner.senate.gov,,354 Russell Senate Office Building,G000562,30004,H0CO04122,412406,N00030780,SenCoryGardner,http://www.opencongress.org/wiki/Cory_Gardner,,160924893954206,,II,1974-08-22,Sen.Gardner@opencongress.org
Rep,Bob,,Gibbs,,,R,OH,7,1,M,202-225-6265,202-225-3394,http://gibbs.house.gov,https://gibbs.house.gov/contact-me/email-me,329 Cannon House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,http://youtube.com/RepBobGibbs,191159267565100,,,1954-06-14,Rep.Gibbs@opencongress.org
Rep,Christopher,P.,Gibson,,,R,NY,19,1,M,202-225-5614,202-225-1168,http://gibson.house.gov,http://gibson.house.gov/contact/,1708 Longworth House Office Building,G000564,127042,H0NY20095,412453,N00031998,RepChrisGibson,http://www.opencongress.org/wiki/Chris_Gibson,http://youtube.com/repchrisgibson,190238567659779,,,1964-05-13,Rep.Gibson@opencongress.org
Rep,Paul,A.,Gosar,,,R,AZ,4,1,M,202-225-2315,202-226-9739,http://gosar.house.gov,https://gosar.house.gov/contact-me/email-me,504 Cannon House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,http://youtube.com/repgosar,104329699641957,,,1958-11-22,Rep.Gosar@opencongress.org
Rep,Trey,,Gowdy,,,R,SC,4,1,M,202-225-6030,202-226-1177,https://gowdy.house.gov,https://gowdy.house.gov/forms/writeyourrep/default.aspx,1404 Longworth House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,http://youtube.com/TGowdySC,143059759084016,,,1964-08-22,Rep.Gowdy@opencongress.org
Rep,H.,Morgan,Griffith,,,R,VA,9,1,M,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,http://youtube.com/RepMorganGriffith,141893975868919,,,1958-03-15,Rep.Morgangriffith@opencongress.org
Rep,Frank,,Guinta,,,R,NH,1,1,M,202-225-5456,202-225-5822,https://guinta.house.gov,,326 Cannon House Office Building,G000570,42946,H0NH01217,412447,N00030801,RepFrankGuinta,http://www.opencongress.org/wiki/Frank_Guinta,,repfrankguinta,,,1970-09-26,Rep.Guinta@opencongress.org
Rep,Tulsi,,Gabbard,,,D,HI,2,1,F,202-225-4906,202-225-4987,http://gabbard.house.gov,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,1609 Longworth House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,http://youtube.com/tulsipress,392284484191405,,,1981-04-12,Rep.Gabbard@opencongress.org
Rep,Ruben,,Gallego,,,D,AZ,7,1,M,202-225-4065,,https://rubengallego.house.gov,,1218 Longworth House Office Building,G000574,,H4AZ07043,412612,N00036097,RepRubenGallego,,,RepRubenGallego,,,1979-11-20,Rep.Rubengallego@opencongress.org
Rep,Gwen,,Graham,,,D,FL,2,1,F,202-225-5235,202-225-5615,https://graham.house.gov,,1213 Longworth House Office Building,G000575,,H4FL02062,412620,N00035688,RepGwenGraham,,,repgwengraham,,,1963-01-31,Rep.Graham@opencongress.org
Rep,Glenn,,Grothman,,,R,WI,6,1,M,202-225-2476,202-225-2356,http://grothman.house.gov,,501 Cannon House Office Building,G000576,,H4WI06048,412661,N00036409,RepGrothman,,,RepGrothman,,,1955-07-03,Rep.Grothman@opencongress.org
Rep,Garret,,Graves,,,R,LA,6,1,M,202-225-3901,202-225-7313,https://garretgraves.house.gov,,204 Cannon House Office Building,G000577,,H4LA06153,412631,N00036135,RepGarretGraves,,,CongressmanGarretGraves,,,1972-01-31,Rep.Garretgraves@opencongress.org
Rep,Alcee,L.,Hastings,,,D,FL,20,1,M,202-225-1313,202-225-1171,http://alceehastings.house.gov,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,RepHastingsFL,http://www.opencongress.org/wiki/Alcee_Hastings,http://youtube.com/RepAlceeHastings,95696782238,,,1936-09-05,Rep.Alceehastings@opencongress.org
Sen,Orrin,G.,Hatch,,,R,UT,Senior Seat,1,M,202-224-5251,202-224-6331,http://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,300052,N00009869,SenOrrinHatch,http://www.opencongress.org/wiki/Orrin_Hatch,http://youtube.com/SenatorOrrinHatch,senatororrinhatch,,I,1934-03-22,Sen.Hatch@opencongress.org
Rep,Rubén,E.,Hinojosa,,,D,TX,15,1,M,202-225-2531,202-225-5688,http://hinojosa.house.gov,https://hinojosa.house.gov/contact-me/email-me,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,http://youtube.com/RepRubenHinojosa,402891225161,,,1940-08-20,Rep.Hinojosa@opencongress.org
Rep,Steny,H.,Hoyer,,,D,MD,5,1,M,202-225-4131,202-225-4300,http://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,http://youtube.com/LeaderHoyer,282861997886,,,1939-06-14,Rep.Hoyer@opencongress.org
Rep,Michael,M.,Honda,,Mike,D,CA,17,1,M,202-225-2631,202-225-2699,https://honda.house.gov,http://honda.house.gov/contact,1713 Longworth House Office Building,H001034,9674,H0CA15148,400185,N00012611,RepMikeHonda,http://www.opencongress.org/wiki/Michael_Honda,http://youtube.com/RepMikeHonda,15675385380,,,1941-06-27,Rep.Honda@opencongress.org
Rep,Jeb,,Hensarling,,,R,TX,5,1,M,202-225-3484,202-226-4888,http://hensarling.house.gov,https://hensarling.house.gov/contact/email-me,2228 Rayburn House Office Building,H001036,49827,H2TX05121,400175,N00024922,RepHensarling,http://www.opencongress.org/wiki/Jeb_Hensarling,http://youtube.com/repjebhensarling,7875604788,,,1957-05-29,Rep.Hensarling@opencongress.org
Rep,Brian,M.,Higgins,,,D,NY,26,1,M,202-225-3306,202-226-0347,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,400641,N00027060,RepBrianHiggins,http://www.opencongress.org/wiki/Brian_Higgins,http://youtube.com/CongressmanHiggins,88144056440,,,1959-10-06,Rep.Higgins@opencongress.org
Sen,Dean,,Heller,,,R,NV,Junior Seat,1,M,202-224-6244,202-228-6753,http://www.heller.senate.gov,http://www.heller.senate.gov/public/index.cfm/contact-form,324 Hart Senate Office Building,H001041,2291,H6NV02164,412218,N00027522,SenDeanHeller,http://www.opencongress.org/wiki/Dean_Heller,http://youtube.com/SenDeanHeller,325751330177,,I,1960-05-10,Sen.Heller@opencongress.org
Sen,Mazie,K.,Hirono,,,D,HI,Junior Seat,1,F,202-224-6361,202-225-4987,http://www.hirono.senate.gov,http://www.hirono.senate.gov/contact/email,330 Hart Senate Office Building,H001042,1677,H6HI02251,412200,N00028139,MazieHirono,http://www.opencongress.org/wiki/Mazie_Hirono,http://youtube.com/CongresswomanHirono,senatorhirono,,I,1947-11-03,Sen.Hirono@opencongress.org
Rep,Gregg,,Harper,,,R,MS,3,1,M,202-225-5031,202-225-5797,http://harper.house.gov,https://harperforms.house.gov/forms/writeyourrep/,307 Cannon House Office Building,H001045,101985,H8MS03067,412280,N00029632,GreggHarper,http://www.opencongress.org/wiki/Gregg_Harper,http://youtube.com/congressmanharper,48248435938,,,1956-06-01,Rep.Harper@opencongress.org
Sen,Martin,,Heinrich,,,D,NM,Junior Seat,1,M,202-224-5521,202-225-4975,http://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact/write-martin,303 Hart Senate Office Building,H001046,74517,H8NM01224,412281,N00029835,MartinHeinrich,http://www.opencongress.org/wiki/Martin_Heinrich,http://youtube.com/SenMartinHeinrich,137523189213,,I,1971-10-17,Sen.Heinrich@opencongress.org
Rep,James,A.,Himes,,,D,CT,4,1,M,202-225-5541,202-225-9629,http://himes.house.gov,https://himes.house.gov/contact-me/email-me,1227 Longworth House Office Building,H001047,106744,H8CT04172,412282,N00029070,JAHimes,http://www.opencongress.org/wiki/Jim_Himes,http://youtube.com/congressmanhimes,85767418619,,,1966-07-05,Rep.Himes@opencongress.org
Rep,Duncan,D.,Hunter,,,R,CA,50,1,M,202-225-5672,202-225-0235,http://hunter.house.gov,https://hunter.house.gov/contact-me/email-me,2429 Rayburn House Office Building,H001048,104308,H8CA52052,412283,N00029258,Rep_Hunter,http://www.opencongress.org/wiki/Duncan_Hunter,http://youtube.com/CongressmanHunter,79072979038,,,1976-12-07,Rep.Hunter@opencongress.org
Rep,Richard,L.,Hanna,,,R,NY,22,1,M,202-225-3665,202-225-1891,http://hanna.house.gov,https://hanna.house.gov/email-me,319 Cannon House Office Building,H001051,110344,H8NY24066,412454,N00030197,RepRichardHanna,http://www.opencongress.org/wiki/Richard_Hanna,http://youtube.com/reprichardhanna,172284859480630,,,1951-01-25,Rep.Hanna@opencongress.org
Rep,Andy,,Harris,,,R,MD,1,1,M,202-225-5311,202-225-0254,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,1533 Longworth House Office Building,H001052,19157,H8MD01094,412434,N00029147,RepAndyHarrisMD,http://www.opencongress.org/wiki/Andy_Harris,http://youtube.com/RepAndyHarris,508912729153334,,,1957-01-25,Rep.Harris@opencongress.org
Rep,Vicky,,Hartzler,,,R,MO,4,1,F,202-225-2876,202-225-0148,http://hartzler.house.gov,https://hartzler.house.gov/contact-me/email-me,2235 Rayburn House Office Building,H001053,8783,H0MO04086,412444,N00031005,RepHartzler,http://www.opencongress.org/wiki/Vicky_Hartzler,http://youtube.com/repvickyhartzler,183580061667324,,,1960-10-13,Rep.Hartzler@opencongress.org
Rep,Joseph,J.,Heck,,,R,NV,3,1,M,202-225-3252,202- 225-2185,https://heck.house.gov,https://heck.house.gov/contact-me,132 Cannon House Office Building,H001055,44082,H0NV03058,412446,N00031244,RepJoeHeck,http://www.opencongress.org/wiki/Joe_Heck,http://youtube.com/repjoeheck,155211751194624,,,1961-10-30,Rep.Heck@opencongress.org
Rep,Jaime,,Herrera Beutler,,,R,WA,3,1,F,202-225-3536,202-225-3478,http://herrerabeutler.house.gov,http://herrerabeutler.house.gov/contact/,1130 Longworth House Office Building,H001056,101907,H0WA03187,412486,N00031559,HerreraBeutler,http://www.opencongress.org/wiki/Jaime_Herrera,http://youtube.com/RepHerreraBeutler,177551525610164,,,1978-11-03,Rep.Herrerabeutler@opencongress.org
Rep,Tim,,Huelskamp,,,R,KS,1,1,M,202-225-2715,202- 225-5124,http://huelskamp.house.gov,https://huelskamp.house.gov/contact/email-me,1110 Longworth House Office Building,H001057,12571,H6KS01146,412429,N00027649,CongHuelskamp,http://www.opencongress.org/wiki/Tim_Huelskamp,http://youtube.com/congressmanhuelskamp,congressmanhuelskamp,,,1968-11-11,Rep.Huelskamp@opencongress.org
Rep,Bill,,Huizenga,,,R,MI,2,1,M,202-225-4401,202- 226-0779,http://huizenga.house.gov,http://huizenga.house.gov/contact/,1217 Longworth House Office Building,H001058,38351,H0MI02094,412437,N00030673,RepHuizenga,http://www.opencongress.org/wiki/Bill_Huizenga,http://youtube.com/RepHuizenga,145764842143763,,,1969-01-31,Rep.Huizenga@opencongress.org
Rep,Randy,,Hultgren,,,R,IL,14,1,M,202-225-2976,202- 225-0697,http://hultgren.house.gov,https://hultgren.house.gov/contact/email-randy,2455 Rayburn House Office Building,H001059,18199,H0IL14080,412422,N00031104,RepHultgren,http://www.opencongress.org/wiki/Randy_Hultgren,http://youtube.com/rephultgren,186221644739359,,,1966-03-01,Rep.Hultgren@opencongress.org
Rep,Robert,,Hurt,,,R,VA,5,1,M,202-225-4711,202-225-5681,https://hurt.house.gov,https://hurt.house.gov/index.cfm/email-me,125 Cannon House Office Building,H001060,50895,H0VA05095,412484,N00031265,RepRobertHurt,http://www.opencongress.org/wiki/Robert_Hurt,http://youtube.com/RepRobertHurt,120068161395562,,,1969-06-16,Rep.Hurt@opencongress.org
Sen,John,,Hoeven,,,R,ND,Senior Seat,1,M,202-224-2551,202-224-7999,http://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,338 Russell Senate Office Building,H001061,41788,S0ND00093,412494,N00031688,SenJohnHoeven,http://www.opencongress.org/wiki/John_Hoeven,http://youtube.com/senatorjohnhoevennd,194483057244478,,III,1957-03-13,Sen.Hoeven@opencongress.org
Rep,Janice,,Hahn,,,D,CA,44,1,F,202-225-8220,202-226-7290,http://hahn.house.gov,https://hahn.house.gov/contact-me/email-me,404 Cannon House Office Building,H001063,70502,H8CA36097,412498,N00006806,Rep_JaniceHahn,http://www.opencongress.org/wiki/Janice_Hahn,http://youtube.com/RepJaniceHahn,256471267712118,,,1952-03-30,Rep.Hahn@opencongress.org
Rep,Denny,,Heck,,,D,WA,10,1,M,202-225-9740,202-225-0129,http://dennyheck.house.gov,https://dennyheck.house.gov/contact/email-me,425 Cannon House Office Building,H001064,126058,H0WA03161,412584,N00031557,RepDennyHeck,,http://youtube.com/RepDennyHeck,547907568553615,,,1952-07-29,Rep.Dennyheck@opencongress.org
Rep,George,,Holding,,,R,NC,13,1,M,202-225-3032,919-782-4490,http://holding.house.gov,https://holding.house.gov/contact/email-me,507 Cannon House Office Building,H001065,136462,H2NC13110,412553,N00033399,RepHolding,,http://youtube.com/repholding,384164668340890,,,1968-04-17,Rep.Holding@opencongress.org
Rep,Richard,,Hudson,,,R,NC,8,1,M,202-225-3715,704-782-1004,http://hudson.house.gov,https://hudson.house.gov/email-me,429 Cannon House Office Building,H001067,136448,H2NC08185,412550,N00033630,RepRichHudson,,http://youtube.com/RepRichHudson,212153802255530,,,1971-11-04,Rep.Hudson@opencongress.org
Rep,Jared,,Huffman,,,D,CA,2,1,M,202-225-5161,202-225-5163,http://huffman.house.gov,https://huffman.house.gov/contact/email-me,1630 Longworth House Office Building,H001068,59849,H2CA06259,412511,N00033030,RepHuffman,,http://youtube.com/rephuffman,200227780116038,,,1964-02-18,Rep.Huffman@opencongress.org
